1595538361.000000
1.000000
73.00
66.00
71.67
81.00
81.80
87.50
91.29
93.62
95.22
95.60
96.00
96.17
96.15
96.14
96.47
96.69
96.88
97.00
97.26
96.60
96.10
95.64
95.22
94.88
94.60
94.46
94.33
94.18
94.03
93.90
93.81
93.56
93.33
93.09
